index	Title	Location	Venue	Begin	End	Synopsis	Link
299	2020 3rd International Conference on Virtual Reality Technology (ICVRT 2020)--Ei,Scopus	Jakarta,Indonesia	Ascott Jakarta	Dec 04, 2020	                Dec 06, 2020            	papers of ICVRT 2020 will be published in the conference proceedings of VSIP 2020 as a special chapter, which will be submitted for index by	http://www.allconferences.com/c/2020-3rd-international-conference-on-virtual-reality-technology-icvrt-2020-ei-scopus-jakarta-2020-december-04
300	2020 2nd International Conference on Video, Signal and Image Processing (VSIP 2020)--Ei,Scopus	Jakarta,Indonesia	Ascott Jakarta	Dec 04, 2020	                Dec 06, 2020            	Accepted papers by VSIP 2020 will be published in conference proceedings, which will be submitted to index by EI Compendex and Scopus.	http://www.allconferences.com/c/2020-2nd-international-conference-on-video-signal-and-image-processing-vsip-2020-ei-scopus-jakarta-2020-december-04
301	IEEE--2020 The International Conference on Power Engineering (ICPE 2020)--EI, Scopus	Guangzhou,China	Ascott Guangzhou	Dec 04, 2020	                Dec 06, 2020            	All accepted papers will be published in ICPE IEEE conference proceedings, indexed by EI Compendex and Scopus etc.	http://www.allconferences.com/c/ieee-2020-the-international-conference-on-power-engineering-icpe-2020-ei-scopus-guangzhou-2020-december-04
302	2020 2nd International Conference on Power, Energy and Electrical Engineering (PEEE 2020)--Scopus	Copenhagen,Denmark	Phoenix Copenhagen	Dec 04, 2020	                Dec 06, 2020            	All accepted papers after proper registration and presentation, will be published into E3S Web of Conferences	http://www.allconferences.com/c/2020-2nd-international-conference-on-power-energy-and-electrical-engineering-peee-2020-scopus-copenhagen-2020-december-04
303	2020 4th International Conference on Computer Science and Artificial Intelligence (CSAI 2020)--EI	Zhuhai,China	Holiday Inn Zhuhai	Dec 11, 2020	                Dec 13, 2020            	Accepted papers after proper registration and presentation will be collected in the ACM conference proceedings	http://www.allconferences.com/c/2020-4th-international-conference-on-computer-science-and-artificial-intelligence-csai-2020-ei-zhuhai-2020-december-11
304	2020 The 12th International Conference on Information and Multimedia Technology (ICIMT 2020)--EI	Zhuhai,China	Holiday Inn Zhuhai	Dec 11, 2020	                Dec 13, 2020            	Accepted papers (Registered & Presented) of ICIMT 2020 will be published in the CSAI 2020 conference proceedings	http://www.allconferences.com/c/2020-the-12th-international-conference-on-information-and-multimedia-technology-icimt-2020-ei-zhuhai-2020-december-11
305	2020 IEEE 6th International Conference on Computer and Communications (ICCC 2020)--EIScopus	Chengdu,China	Crowne Plaza Chengdu	Dec 11, 2020	                Dec 14, 2020            	All accepted papers will be published in the Conference Proceedings by *IEEE*	http://www.allconferences.com/c/2020-ieee-6th-international-conference-on-computer-and-communications-iccc-2020-ei-scopus-chengdu-2020-december-11
306	2020 5th International Conference on Innovative and Smart Materials (ICISM 2020)--EI,Scopus	Krakow,Poland	APARTMENTSAPART KRAKOW	Dec 12, 2020	                Dec 14, 2020            	accepted papers will be published in conference proceedings, which will be indexed by EI Compendex, Scopus	http://www.allconferences.com/c/2020-5th-international-conference-on-innovative-and-smart-materials-icism-2020-ei-scopus-krakow-2020-december-12
307	2020 5th International Conference on Mechanical Engineering and Robotics Research (ICMERR 2020)	Krakow,Poland	APARTMENTSAPART KRAKOW	Dec 12, 2020	                Dec 14, 2020            	All accepted papers will be published in the International Journal of Mechanical Engineering	http://www.allconferences.com/c/2020-5th-international-conference-on-mechanical-engineering-and-robotics-research-icmerr-2020-krakow-2020-december-12
308	2020 2nd International Conference on Artificial Intelligence, Robotics and Control (AIRC 2020)--EI	Cairo,Egypt	Conrad Cairo	Dec 12, 2020	                Dec 14, 2020            	The accepted and registered papers will be published in AIRC 2020 Conference Proceedings	http://www.allconferences.com/c/2020-2nd-international-conference-on-artificial-intelligence-robotics-and-control-airc-2020-ei-cairo-2020-december-12
309	2020 the International Conference on Mechanical and Aerospace Systems (ICMAS 2020)--EI,Scopus	Cairo,Egypt	Conrad Cairo	Dec 12, 2020	                Dec 14, 2020            	After a careful reviewing process, all accepted papers after proper registration and presentation	http://www.allconferences.com/c/2020-the-international-conference-on-mechanical-and-aerospace-systems-icmas-2020-ei-scopus-cairo-2020-december-12
310	2020 3rd IEEE International Conference on Hot Information-Centric Networking (IEEE HotICN 2020)--Ei	Hefei,China	Institute of Advanced Technology, University of Science and Technology of China, Hefei, China	Dec 12, 2020	                Dec 14, 2020            	All accepted papers will be published in conference proceedings, which will be submitted for EI, Scopus, CNKI index. Excellent papers may be	http://www.allconferences.com/c/2020-3rd-ieee-international-conference-on-hot-information-centric-networking-ieee-hoticn-2020-ei-hefei-2020-december-12
311	2020 3rd International Conference on Blockchain Technology and Applications (ICBTA 2020)--EI,Scopus	Xi an,China	XI AN HOTEL INTERNATIONAL	Dec 14, 2020	                Dec 16, 2020            	All papers of ICBTA2 020 will be published in the International Conference Proceedings Series	http://www.allconferences.com/c/2020-3rd-international-conference-on-blockchain-technology-and-applications-icbta-2020-ei-scopus-xi-an-2020-december-14
312	2020 3rd International Conference on Electronics and Communication Engineering (ICECE 2020)--EI	Xi an,China	XI AN HOTEL INTERNATIONAL	Dec 14, 2020	                Dec 16, 2020            	All accepted papers will be published in the International Conference Proceedings Series	http://www.allconferences.com/c/2020-3rd-international-conference-on-electronics-and-communication-engineering-icece-2020-ei-xi-an-2020-december-14
313	2020 2nd Asia Conference on Material and Manufacturing Technology (ACMMT 2020)--Ei,Scopus	Tokyo,Japan	Waseda University, Tokyo, Japan	Dec 15, 2020	                Dec 17, 2020            	Accepted and registered papers will be published in the Conference Proceedings, which will be indexed by Ei Compendex, Scopus	http://www.allconferences.com/c/2020-2nd-asia-conference-on-material-and-manufacturing-technology-acmmt-2020-ei-scopus-tokyo-2020-december-15
314	2020 2nd International Conference on Functional Materials and Applied Technologies (FMAT 2020)--Ei	Tokyo,Japan	Waseda University, Tokyo, Japan	Dec 15, 2020	                Dec 17, 2020            	Accepted papers will be published in Conference Proceedings, which will be indexed by Ei Compendex, Scopus	http://www.allconferences.com/c/2020-2nd-international-conference-on-functional-materials-and-applied-technologies-fmat-2020-ei-tokyo-2020-december-15
315	2020 4th International Conference on Nanomaterials and Biomaterials (ICNB 2020)--Ei,Scopus	Tokyo,Japan	International Conference Center, Waseda University	Dec 15, 2020	                Dec 17, 2020            	Conference Proceedings, which is indexed by Ei Compendex, Scopus.	http://www.allconferences.com/c/2020-4th-international-conference-on-nanomaterials-and-biomaterials-icnb-2020-ei-scopus-tokyo-2020-december-15
316	2020 8th International Conference on Agriculture and Biotechnology (ICABT 2020)	Osaka,Japan	Sunlife Osaka Hotel Osaka	Dec 16, 2020	                Dec 18, 2020            	For papers submitted to ICABT 2020, after the peer reviewing process by at least 2-3 experts	http://www.allconferences.com/c/2020-8th-international-conference-on-agriculture-and-biotechnology-icabt-2020-osaka-2020-december-16
317	2020 10th International Conference on Environment Science and Biotechnology (ICESB 2020)	Osaka,Japan	Sunlife Osaka Hotel Osaka	Dec 16, 2020	                Dec 18, 2020            	All the accepted papers will be published into International Journal of Environmental Science and Development (IJESD ISSN: 2010-0264)	http://www.allconferences.com/c/2020-10th-international-conference-on-environment-science-and-biotechnology-icesb-2020-osaka-2020-december-16
318	2020 5th International Conference on Reliability Engineering (ICRE 2020)--EI,Scopus	Palermo,Italy	NH Palermo	Dec 16, 2020	                Dec 18, 2020            	accepted papers will be included into ICRE 2020 Conference Proceedings which wil be indexed by SCOPUS and Ei Compendex.	http://www.allconferences.com/c/2020-5th-international-conference-on-reliability-engineering-icre-2020-ei-scopus-palermo-2020-december-16
319	2020 5th International Conference on System Reliability and Safety (ICSRS 2020)--Scopus,EI	Palermo,Italy	NH Palermo	Dec 16, 2020	                Dec 18, 2020            	All accepted papers must be written in English and will be published into ICSRS 2020 Conference Proceedings	http://www.allconferences.com/c/2020-5th-international-conference-on-system-reliability-and-safety-icsrs-2020-scopus-ei-palermo-2020-december-16
320	2020 3rd International Conference on Education Technology Management (ICETM 2020)--Ei,Scopus	London,United Kingdom	The Bentley London	Dec 17, 2020	                Dec 19, 2020            	Paper accepted by ICETM 2020 will be published in the ICETM 2020 Conference Proceedings	http://www.allconferences.com/c/2020-3rd-international-conference-on-education-technology-management-icetm-2020-ei-scopus-london-2020-december-17
321	2020 3rd International Conference on Future Learning (ICFL 2020)	London,United Kingdom	The Bentley London	Dec 17, 2020	                Dec 19, 2020            	International Journal of Information and Education Technology (IJIET, ISSN: 2010-3689)  Abstracting/ Indexing: Scopus	http://www.allconferences.com/c/2020-3rd-international-conference-on-future-learning-icfl-2020-london-2020-december-17
322	2020 The 11th International Conference on Economics, Business and Management (ICEBM 2020)	Osaka,Japan	Sunlife Osaka Hotel Osaka	Dec 18, 2020	                Dec 20, 2020            	accepted papers will be published in International Journal of Economics, Business and Management (JOEBM)	http://www.allconferences.com/c/2020-the-11th-international-conference-on-economics-business-and-management-icebm-2020-osaka-2020-december-18
323	2020 The 4th International Conference on Software and e-Business (ICSEB 2020)--EIScopus	Osaka,Japan	Sunlife Osaka Hotel Osaka	Dec 18, 2020	                Dec 20, 2020            	Accepted excellent papers by ICSEB 2020 will be published in the International Conference Proceedings, which will be sent to be indexed by E	http://www.allconferences.com/c/2020-the-4th-international-conference-on-software-and-e-business-icseb-2020-ei-scopus-osaka-2020-december-18
324	ACM--2020 the 9th International Conference on Networks, Communication and Computing (ICNCC 2020)--Ei	Tokyo,Japan	Tokyo Marriott Hotel	Dec 18, 2020	                Dec 20, 2020            	Accepted and presented papers of ICNCC 2020 will be published by ACM conference proceedings, indexed by【EI & Scopus】.	http://www.allconferences.com/c/acm-2020-the-9th-international-conference-on-networks-communication-and-computing-icncc-2020-ei-tokyo-2020-december-18
325	2020 The 5th International Conference on Network Security (ICNS 2020)--Ei,Scopus	Tokyo,Japan	Tokyo Marriott Hotel	Dec 18, 2020	                Dec 20, 2020            	Accepted and registered full papers of ICNS 2020 will be collected in conference proceedings, which will be indexed by Ei & Scopus.	http://www.allconferences.com/c/2020-the-5th-international-conference-on-network-security-icns-2020-ei-scopus-tokyo-2020-december-18
326	ACM--2020 4th Int. Conf. on Natural Language Processing and Information Retrieval(NLPIR 2020)-Scopus	Seoul,Korea, Republic of (South Korea)	Sejong University, Seoul, Korea	Dec 18, 2020	                Dec 20, 2020            	After several rough review processes, accepted papers will be published by International Conference Proceedings Series by ACM (ISBN: 978-1-4	http://www.allconferences.com/c/acm-2020-4th-int-conf-on-natural-language-processing-and-information-retrieval-nlpir-2020-scopus-seoul-2020-december-18
327	IOP--2020 The 8th Intl. Conf. on Mechanical, Automotive and Materials Engineering(CMAME 2020)--Ei	Ho Chi Minh City,Vietnam	Ho Chi Minh City	Dec 20, 2020	                Dec 22, 2020            	After a careful reviewing process, all accepted papers after proper registration and presentation	http://www.allconferences.com/c/iop-2020-the-8th-intl-conf-on-mechanical-automotive-and-materials-engineering-cmame-2020-ei-ho-chi-minh-city-2020-december-20
328	2020 The 3rd Intl. conf. on Progress in Mechanical and Aerospace Engineering(PMAE 2020)--Ei,Scopus	Ho Chi Minh,Vietnam	Ho Chi Minh	Dec 20, 2020	                Dec 22, 2020            	All the accepted papers of PMAE will be published in the CMAME Conference Proceedings as a special chapter	http://www.allconferences.com/c/2020-the-3rd-intl-conf-on-progress-in-mechanical-and-aerospace-engineering-pmae-2020-ei-scopus-ho-chi-minh-2020-december-20
329	IOP--2020 The 11th Asia Conference on Mechanical and Aerospace Engineering (ACMAE 2020)--EI,Scopus	Chengdu,China	Crowne Plaza Chengdu	Dec 25, 2020	                Dec 27, 2020            	Accepted and registered papers will be included in the *IOP Conferences Proceedings*. which can be indexed by *Ei Compendex, SCOPUS*, etc.	http://www.allconferences.com/c/iop-2020-the-11th-asia-conference-on-mechanical-and-aerospace-engineering-acmae-2020-ei-scopus-chengdu-2020-december-25
330	2020 2nd International Conference on Engineering Materials (ICEM 2020)--EI,Scopus	Chengdu,China	Crowne Plaza Chengdu	Dec 25, 2020	                Dec 27, 2020            	Registered and presented papers will be published in Conference Proceedings	http://www.allconferences.com/c/2020-2nd-international-conference-on-engineering-materials-icem-2020-ei-scopus-chengdu-2020-december-25
331	2020 8th International Conference on Nanomaterials and Materials Engineering (ICNME 2020)--EI,Scopus	Chengdu,China	Crowne Plaza Chengdu	Dec 25, 2020	                Dec 27, 2020            	All accepted and presented papers will be published in Conference Proceedings	http://www.allconferences.com/c/2020-8th-international-conference-on-nanomaterials-and-materials-engineering-icnme-2020-ei-scopus-chengdu-2020-december-25
332	2020 10th International Conference on Power and Energy Systems (ICPES 2020)--EI,Scopus	Chengdu,China	Sheraton Chengdu Lido Hotel	Dec 25, 2020	                Dec 27, 2020            	All accepted papers must be written in English and will be published into 【ICPES 2020 Conference Proceedings】	http://www.allconferences.com/c/2020-10th-international-conference-on-power-and-energy-systems-icpes-2020-ei-scopus-chengdu-2020-december-25
333	ACM--2020 The 8th International Conference on Information Technology IoT and Smart City (ICIT 2020)	Xi an,China	XI AN HOTEL INTERNATIONAL	Dec 25, 2020	                Dec 27, 2020            	Accepted papers will be included in the conference proceedings to be published with ACM International Conference Proceedings(ISBN: 978-1-450	http://www.allconferences.com/c/acm-2020-the-8th-international-conference-on-information-technology-iot-and-smart-city-icit-2020-xi-an-2020-december-25
334	ACM--2020 The 4th International Conference on Video and Image Processing (ICVIP 2020)--EI,Scopus	Xi an,China	XI AN HOTEL INTERNATIONAL	Dec 25, 2020	                Dec 27, 2020            	Accepted papers will be published with International Conference Proceedings Series by ACM	http://www.allconferences.com/c/acm-2020-the-4th-international-conference-on-video-and-image-processing-icvip-2020-ei-scopus-xi-an-2020-december-25
335	2020 Intl. Conf. on Artificial Intelligence and Application Technologies (AIAT 2020)--EI,Scopus	Tokyo,Japan	The Westin Tokyo	Dec 26, 2020	                Dec 29, 2020            	All submissions will be peer reviewed, and registered and presented papers will be published in Conference Proceedings	http://www.allconferences.com/c/2020-intl-conf-on-artificial-intelligence-and-application-technologies-aiat-2020-ei-scopus-tokyo-2020-december-26
336	2020 3rd International Conference on Control and Robots (ICCR 2020)--EI,Scopus	Tokyo,Japan	The Westin Tokyo	Dec 26, 2020	                Dec 29, 2020            	After a careful reviewing process, the accepted papers will be published into ICCR 2020 Conference Proceedings	http://www.allconferences.com/c/2020-3rd-international-conference-on-control-and-robots-iccr-2020-ei-scopus-tokyo-2020-december-26
337	2020 2nd International Conference on Advanced Bioinformatics and Biomedical Engineering (ICABB 2020)	Bali,Indonesia	Patra Jasa Bali Resort & Villas	Dec 27, 2020	                Dec 29, 2020            	Accepted and registered papers can be published in International Conference Proceedings	http://www.allconferences.com/c/2020-2nd-international-conference-on-advanced-bioinformatics-and-biomedical-engineering-icabb-2020-bali-2020-december-27
338	2020 4th International Conference on Computational Biology and Bioinformatics (ICCBB 2020)-Ei,Scopus	Bali,Indonesia	Patra Jasa Bali Resort & Villas	Dec 27, 2020	                Dec 29, 2020            	All accepted papers will be published in ACM Conference Proceedings (ISBN: 978-1-4503-8844-3)	http://www.allconferences.com/c/2020-4th-international-conference-on-computational-biology-and-bioinformatics-iccbb-2020-ei-scopus-bali-2020-december-27
339	2020 International Conference on Environmental Science and Renewable Energy (ESRE 2020)--JA,Scopus	Hong Kong,Hong Kong	The Excelsior Hong Kong	Dec 28, 2020	                Dec 30, 2020            	Publication in IJESD. Submissions will be reviewed by the conference committees and IJESD editorial board	http://www.allconferences.com/c/2020-international-conference-on-environmental-science-and-renewable-energy-esre-2020-ja-scopus-hong-kong-2020-december-28
340	2020 2nd International Forum on Clean Energy Engineering (FCEE 2020)	Hong Kong,Hong Kong	The Excelsior Hong Kong	Dec 28, 2020	                Dec 30, 2020            	For papers submitted to FCEE 2020, accepted papers will be published in the International Journal of Smart Grid and Clean Energy	http://www.allconferences.com/c/2020-2nd-international-forum-on-clean-energy-engineering-fcee-2020-hong-kong-2020-december-28
341	MATEC--2020 9th International Conference on Transportation and Traffic Engineering (ICTTE 2020)--EI	Napoli,Italy	University of Naples Federico II, Congress Center	Dec 29, 2020	                Dec 31, 2020            	Accepted papers will be published in the volume of Conference Proceedings by MATEC and submitted for Ei Compendex, etc. 	http://www.allconferences.com/c/matec-2020-9th-international-conference-on-transportation-and-traffic-engineering-ictte-2020-ei-napoli-2020-december-29
342	MATEC--2020 3rd International Conference on Mechanical Engineering and Power Engineering (MEPE 2020)	Napoli,Italy	University of Naples Federico II, Congress Center	Dec 29, 2020	                Dec 31, 2020            	Accepted papers will be published in the ICTTE 2020 proceedings by MATEC, and submitted for EI Compendex	http://www.allconferences.com/c/matec-2020-3rd-international-conference-on-mechanical-engineering-and-power-engineering-mepe-2020-napoli-2020-december-29
343	2020 2nd International Conference on E-Business and E-commerce Engineering (EBEE 2020)--EI,Scopus	Bangkok,Thailand	Dream Bangkok	Dec 29, 2020	                Dec 31, 2020            	All accepted papers by EBEE 2020 will be published in international conference proceedings, which will be indexed by EI Compendex and Scopus	http://www.allconferences.com/c/2020-2nd-international-conference-on-e-business-and-e-commerce-engineering-ebee-2020-ei-scopus-bangkok-2020-december-29
344	2020 The 7th International Conference on History and Culture (ICHC 2020)	Bangkok,Thailand	Dream Bangkok	Dec 29, 2020	                Dec 31, 2020            	International Journal of Social Science and Humanity (IJSSH, ISSN: 2010-3646, DOI: 10.18178/IJSSH)	http://www.allconferences.com/c/2020-the-7th-international-conference-on-history-and-culture-ichc-2020-bangkok-2020-december-29
345	2020 The 9th International Conference on Sociality and Humanities (ICOSH 2020)	Bangkok,Thailand	Dream Bangkok	Dec 29, 2020	                Dec 31, 2020            	All accepted excellent papers will be recommended to be published on International Journal of Social Science and Humanity (IJSSH). 	http://www.allconferences.com/c/2020-the-9th-international-conference-on-sociality-and-humanities-icosh-2020-bangkok-2020-december-29
346	2021 The 4th International Conference on Image and Graphics Processing (ICIGP 2021)--Ei,Scopus	Sanya,China	Sheraton Sanya Resort	Jan 01, 2021	                Jan 03, 2021            	Accepted papers after proper registration and presentation will be published in the Conference Proceedings	http://www.allconferences.com/c/2021-the-4th-international-conference-on-image-and-graphics-processing-icigp-2021-ei-scopus-sanya-2021-january-01
347	2021 International Forum on Signal Processing (IFSP 2021)--Ei,Scopus	Sanya,China	Sheraton Sanya Resort	Jan 01, 2021	                Jan 03, 2021            	Accepted papers after proper registration and presentation will be published in the Conference Proceedings	http://www.allconferences.com/c/2021-international-forum-on-signal-processing-ifsp-2021-ei-scopus-sanya-2021-january-01
348	2021 The 13th International Conference on Computer Research and Development (ICCRD 2021)	Beijing,China	Ascott Beijing	Jan 05, 2021	                Jan 07, 2021            	The submitted full papers will be peer-reviewed, accepted and registered full papers will be published into selected Journals. 	http://www.allconferences.com/c/2021-the-13th-international-conference-on-computer-research-and-development-iccrd-2021-beijing-2021-january-05
349	2021 2nd Intl. Conf. on Advances in Education and Information Technology (AEIT 2021)--JA,Scopus	Chiba,Japan	OKURA CHIBA HOTEL	Jan 06, 2021	                Jan 08, 2021            	accepted papers will be published in the International Journal of Information and Education Technology	http://www.allconferences.com/c/2021-2nd-intl-conf-on-advances-in-education-and-information-technology-aeit-2021-ja-scopus-chiba-2021-january-06
350	2021 7th International Conference on Humanity and Social Sciences (ICHSS 2021)	Chiba,Japan	OKURA CHIBA HOTEL	Jan 06, 2021	                Jan 08, 2021            	Publication in the International Journal of Social Science and Humanity(IJSSH)	http://www.allconferences.com/c/2021-7th-international-conference-on-humanity-and-social-sciences-ichss-2021-chiba-2021-january-06
351	2021 4th International Conference on Agriculture, Food and Biotechnology (ICAFB 2021)	Ho Chi Minh,Vietnam	Ho Chi Minh	Jan 06, 2021	                Jan 08, 2021            	Accepted papers can be published in International Journal of Food Engineering (IJFE, ISSN: 2301-3664)	http://www.allconferences.com/c/2021-4th-international-conference-on-agriculture-food-and-biotechnology-icafb-2021-ho-chi-minh-2021-january-06
352	IEEE--2021 The 8th Intl. Conf. on Industrial Engineering and Applications (Europe)(ICIEA 2021)--Ei	Barcelona,Spain	Melia Barcelona	Jan 08, 2021	                Jan 11, 2021            	Accepted and presented papers will be published by IEEE conference proceedings.	http://www.allconferences.com/c/ieee-2021-the-8th-intl-conf-on-industrial-engineering-and-applications-europe-iciea-2021-ei-barcelona-2021-january-08
353	ACM--2021 The 2nd Intl. Conf. on Industrial Engineering and Industrial Management(IEIM 2021)--Ei	Barcelona,Spain	Melia Barcelona	Jan 08, 2021	                Jan 11, 2021            	Accepted, registered and presented papers will be published in ACM Conference Proceedings, which will be indexed by Ei Compendex, Scopus	http://www.allconferences.com/c/acm-2021-the-2nd-intl-conf-on-industrial-engineering-and-industrial-management-ieim-2021-ei-barcelona-2021-january-08
354	2021 the 5th Intl. Conf. on Management Engineering, Software Engineering and Service Sciences	Chengdu,China	Sheraton Chengdu Lido Hotel	Jan 08, 2021	                Jan 10, 2021            	After a careful reviewing process, accepted papers will be published in the conference proceedings	http://www.allconferences.com/c/2021-the-5th-intl-conf-on-management-engineering-software-engineering-and-service-sciences-chengdu-2021-january-08
355	2021 International Conference on Computer, Control and Robotics (ICCCR 2021)--Ei,Scopus	Shanghai,China	Crowne Plaza Shanghai Fudan	Jan 08, 2021	                Jan 10, 2021            	For accepted papers, it will be published in the ICCCR 2021 Conference Proceedings, which will be published and submitted to IEEE Xplore.	http://www.allconferences.com/c/2021-international-conference-on-computer-control-and-robotics-icccr-2021-ei-scopus-shanghai-2021-january-08
356	2021 11th International Conference on Bioscience, Biochemistry and Bioinformatics (ICBBB 2021)--EI	Tokyo,Japan	The Westin Tokyo	Jan 09, 2021	                Jan 12, 2021            	ICBBB papers have been published in ACM Conference Proceedings in the past 4 years and indexed by Ei Compendex and Scopus	http://www.allconferences.com/c/2021-11th-international-conference-on-bioscience-biochemistry-and-bioinformatics-icbbb-2021-ei-tokyo-2021-january-09
357	2021 7th International Conference on Environment and Bio-Engineering (ICEBE 2021)	Tokyo,Japan	The Westin Tokyo	Jan 09, 2021	                Jan 12, 2021            	ICEBE 2021 papers can be published in Journal of Environmental Science and Development (IJESD, ISSN:2010-0264)	http://www.allconferences.com/c/2021-7th-international-conference-on-environment-and-bio-engineering-icebe-2021-tokyo-2021-january-09
358	2021 12th Intl. Conference on E-Education, E-Business, E-Management and E-Learning (IC4E 2021)-Ei	Tokyo,Japan	The Westin Tokyo	Jan 10, 2021	                Jan 13, 2021            	The excellent papers accepted by IC4E 2021 will be published in conference proceeding	http://www.allconferences.com/c/2021-12th-intl-conference-on-e-education-e-business-e-management-and-e-learning-ic4e-2021-ei-tokyo-2021-january-10
359	2021 6th International Conference on Marketing, Business and Trade (ICMBT 2021)	Tokyo,Japan	The Westin Tokyo	Jan 10, 2021	                Jan 13, 2021            	The accepted excellent papers by ICMBT 2021 will be recommended to international journals whose topics are related to the paper.	http://www.allconferences.com/c/2021-6th-international-conference-on-marketing-business-and-trade-icmbt-2021-tokyo-2021-january-10
360	KEM--2021 6th International Conference on Composite Materials and Material Engineering (ICCMME 2021)	Bangkok,Thailand	The Sukhothai Bangkok	Jan 12, 2021	                Jan 14, 2021            	The registered and presented papers will be published into Key Engineering Materials	http://www.allconferences.com/c/kem-2021-6th-international-conference-on-composite-materials-and-material-engineering-iccmme-2021-bangkok-2021-january-12
361	IOP--2021 The 4th International Conference on Smart Materials Applications (ICSMA 2021)--EI,Scopus	Bangkok,Thailand	The Sukhothai Bangkok	Jan 12, 2021	                Jan 14, 2021            	presented papers will be published into ICSMA Conference Proceedings by IOP	http://www.allconferences.com/c/iop-2021-the-4th-international-conference-on-smart-materials-applications-icsma-2021-ei-scopus-bangkok-2021-january-12
362	ACM--2021 2nd Intl. Conference on Artificial Intelligence in Electronics Engineering(AIEE 2021)	Phuket,Thailand	THE ASPASIA PHUKET	Jan 15, 2021	                Jan 17, 2021            	Accepted papers will be published in in the International Conference Proceedings Series by ACM	http://www.allconferences.com/c/acm-2021-2nd-intl-conference-on-artificial-intelligence-in-electronics-engineering-aiee-2021-phuket-2021-january-15
363	ACM--2021 7th International Conference on Computing and Data Engineering (ICCDE 2021)--Ei,Scopus	Phuket,Thailand	THE ASPASIA PHUKET	Jan 15, 2021	                Jan 17, 2021            	All the registered and presented papers will be published in Conference Proceedings by ACM	http://www.allconferences.com/c/acm-2021-7th-international-conference-on-computing-and-data-engineering-iccde-2021-ei-scopus-phuket-2021-january-15
364	2021 3rd International Conference on Big Data Engineering and Technology (BDET 2021)--EI,Scopus	Singapore,Singapore	Hilton Singapore	Jan 16, 2021	                Jan 18, 2021            	All papers will be archived in the Online Digital Library, and indexed by Ei Compendex and Scopus	http://www.allconferences.com/c/2021-3rd-international-conference-on-big-data-engineering-and-technology-bdet-2021-ei-scopus-singapore-2021-january-16
365	2021 Second Intl. Conf. on Frontiers of Computers and Communication Engineering (FCCE 2021)--EI	Singapore,Singapore	Hilton Singapore	Jan 16, 2021	                Jan 18, 2021            	All papers will be archived in the Online Digital Library, and indexed by Ei Compendex 	http://www.allconferences.com/c/2021-second-intl-conf-on-frontiers-of-computers-and-communication-engineering-fcce-2021-ei-singapore-2021-january-16
366	KEM--2021 The 4th International Conference on Advanced Energy Materials (ICAEM 2021)--Ei,Scopus	Singapore,Singapore	Hilton Singapore	Jan 21, 2021	                Jan 24, 2021            	accepted papers will be published by conference proceedings of Key Engineering Materials.	http://www.allconferences.com/c/kem-2021-the-4th-international-conference-on-advanced-energy-materials-icaem-2021-ei-scopus-singapore-2021-january-21
367	KEM--2021 The 11th International Conference on Advanced Materials Research (ICAMR 2021)--Ei,Scopus	Singapore,Singapore	Hilton Singapore	Jan 21, 2021	                Jan 24, 2021            	after  registration and presentation will be published by Key Engineering Materials	http://www.allconferences.com/c/kem-2021-the-11th-international-conference-on-advanced-materials-research-icamr-2021-ei-scopus-singapore-2021-january-21
368	KEM--2021 The 5th International Conference on Civil and Building Materials (ICCBM 2021)--Ei,Scopus	Singapore,Singapore	Hilton Singapore	Jan 21, 2021	                Jan 24, 2021            	the accepted papers will be published by conference proceedings of Key Engineering Materials.	http://www.allconferences.com/c/kem-2021-the-5th-international-conference-on-civil-and-building-materials-iccbm-2021-ei-scopus-singapore-2021-january-21
369	2021 The 7th International Conference on Electrical Engineering, Control and Robotics (EECR 2021)-Ei	Xiamen,China	Wyndham Xiamen	Jan 21, 2021	                Jan 23, 2021            	Full papers accepted by EECR 2021 conference would be published into EECR 2021 Conference Porceedings	http://www.allconferences.com/c/2021-the-7th-international-conference-on-electrical-engineering-control-and-robotics-eecr-2021-ei-xiamen-2021-january-21
370	2021 the 4th International Conference on Intelligent Control and Computing (ICICC 2021)--EI,Scopus	Xiamen,China	Wyndham Xiamen	Jan 21, 2021	                Jan 23, 2021            	All accepted papers will be published into Conference Proceedings, which will be indexed by Ei Compendex, Inspec, DOAJ, Web of Science (CPCI	http://www.allconferences.com/c/2021-the-4th-international-conference-on-intelligent-control-and-computing-icicc-2021-ei-scopus-xiamen-2021-january-21
371	2021 5th International Conference on Manufacturing Technologies (ICMT 2021)--EI,Scopus	Atlanta                             ,Georgia	Georgia Institute of Technology Historic District	Jan 26, 2021	                Jan 29, 2021            	The registered and presented papers will be published into Conference Proceedings	http://www.allconferences.com/c/2021-5th-international-conference-on-manufacturing-technologies-icmt-2021-ei-scopus-atlanta-2021-january-26
372	2021 9th International Conference on Nano and Materials Science (ICNMS 2021)--EI,Scopus	Atlanta                             ,Georgia	Georgia Institute of Technology Historic District	Jan 26, 2021	                Jan 29, 2021            	The registered and presented papers will be published into the Conference Proceedings which will be indexed by Scopus	http://www.allconferences.com/c/2021-9th-international-conference-on-nano-and-materials-science-icnms-2021-ei-scopus-atlanta-2021-january-26
